30,7,0,0,0,x,x,x,F
30,7,x,x,x,0,0,0,R
30,8,0,0,0,x,x,x,F
30,8,x,x,x,0,0,0,R
30,9,0,0,0,x,x,x,F
30,9,x,x,x,0,0,0,R
30,10,0,0,0,x,x,x,F
30,10,x,x,x,0,0,0,R
30,11,0,0,0,x,x,x,F
30,11,x,x,x,0,0,0,R
30,12,984,105440,108,x,x,x,F
30,12,x,x,x,990,105760,108,R
30,13,0,0,0,x,x,x,F
30,13,x,x,x,0,0,0,R
30,14,0,0,0,x,x,x,F
30,14,x,x,x,0,0,0,R
30,15,0,0,0,x,x,x,F
30,15,x,x,x,0,0,0,R
30,16,0,0,0,x,x,x,F
30,16,x,x,x,0,0,0,R
30,17,0,0,0,x,x,x,F
30,17,x,x,x,0,0,0,R
30,18,0,0,0,x,x,x,F
30,18,x,x,x,0,0,0,R
30,19,991,106183,108,x,x,x,F
30,19,x,x,x,990,105900,106,R
30,20,970,94790,103,x,x,x,F
30,20,x,x,x,837,78736,85,R
30,21,0,0,0,x,x,x,F
30,21,x,x,x,0,0,0,R
30,22,0,0,0,x,x,x,F
30,22,x,x,x,0,0,0,R
30,23,0,0,0,x,x,x,F
30,23,x,x,x,0,0,0,R
30,24,958,101468,105,x,x,x,F
30,24,x,x,x,966,98754,103,R
30,25,0,0,0,x,x,x,F
30,25,x,x,x,0,0,0,R
30,26,0,0,0,x,x,x,F
30,26,x,x,x,0,0,0,R
30,27,0,0,0,x,x,x,F
30,27,x,x,x,0,0,0,R
30,28,0,0,0,x,x,x,F
30,28,x,x,x,0,0,0,R
